"place_id","place_name","image_url"
466,"Coonoor","/images/places/coonoor.jpg"
467,"Chidambaram","/images/places/chidambaram.jpg"
468,"Tiruchirappalli","/images/places/tiruchirappalli.jpg"
469,"Dhanushkodi","/images/places/dhanushkodi.jpg"
470,"Mudumalai National Park","/images/places/mudumalai-national-park.jpg"
471,"Meghamalai","/images/places/meghamalai.jpg"
472,"Valparai","/images/places/valparai.jpg"
473,"Courtallam","/images/places/courtallam.jpg"
474,"Hogenakkal Falls","/images/places/hogenakkal-falls.jpg"
475,"Hyderabad","/images/places/hyderabad.jpg"
476,"Charminar","/images/places/charminar.jpg"
477,"Golconda Fort","/images/places/golconda-fort.jpg"
478,"Hussain Sagar Lake","/images/places/hussain-sagar-lake.jpg"
479,"Salar Jung Museum","/images/places/salar-jung-museum.jpg"
480,"Chowmahalla Palace","/images/places/chowmahalla-palace.jpg"
481,"Ramoji Film City","/images/places/ramoji-film-city.jpg"
482,"Warangal","/images/places/warangal.jpg"
483,"Warangal Fort","/images/places/warangal-fort.jpg"
484,"Thousand Pillar Temple","/images/places/thousand-pillar-temple.jpg"
485,"Ramappa Temple","/images/places/ramappa-temple.jpg"
486,"Nagarjuna Sagar","/images/places/nagarjuna-sagar.jpg"
487,"Bhadrachalam","/images/places/bhadrachalam.jpg"
488,"Yadadri","/images/places/yadadri.jpg"
489,"Basara","/images/places/basara.jpg"
490,"Medaram","/images/places/medaram.jpg"
491,"Ananthagiri Hills","/images/places/ananthagiri-hills.jpg"
492,"Kuntala Waterfall","/images/places/kuntala-waterfall.jpg"
493,"Bogatha Waterfall","/images/places/bogatha-waterfall.jpg"
494,"Pakhal Lake","/images/places/pakhal-lake.jpg"
495,"Agartala","/images/places/agartala.jpg"
496,"Ujjayanta Palace","/images/places/ujjayanta-palace.jpg"
497,"Neermahal Palace","/images/places/neermahal-palace.jpg"
498,"Unakoti","/images/places/unakoti.jpg"
499,"Tripura Sundari Temple","/images/places/tripura-sundari-temple.jpg"
500,"Sepahijala Wildlife Sanctuary","/images/places/sepahijala-wildlife-sanctuary.jpg"
501,"Jampui Hills","/images/places/jampui-hills.jpg"
502,"Dumboor Lake","/images/places/dumboor-lake.jpg"
503,"Pilak","/images/places/pilak.jpg"
504,"Heritage Park","/images/places/heritage-park.jpg"
